,Sale Date,Home Type,City,Zip Code,Year Built,Bed,Bath,Sale Price,Property Tax Rate,Square Feet,Lot Size
395,2020-07-10,Single Family,Fairview,97024,1978,3,2.0,415000,1.12,2069,10454
396,2020-07-13,Single Family,Fairview,97024,2001,3,2.0,395000,1.12,1611,6098
398,2020-07-16,Single Family,Fairview,97024,2002,4,3.0,405200,1.12,2034,5662
399,2020-11-19,Single Family,Portland,97233,1962,3,1.0,307000,1.12,864,10018
400,2020-11-18,Single Family,Gresham,97030,1986,4,3.0,442500,1.12,2096,6969
403,2020-10-13,Single Family,Gresham,97080,1966,3,2.0,625000,1.12,1869,100623
406,2020-07-16,Single Family,Gresham,97080,1996,4,3.0,505000,1.12,3092,7405
407,2020-11-18,Single Family,Gresham,97080,2004,4,3.0,458000,1.12,2710,5227
409,2020-11-10,Single Family,Gresham,97080,1973,3,3.0,600000,1.12,3594,81892
410,2020-11-05,Single Family,Gresham,97080,1998,4,3.0,530000,1.12,2525,8712
412,2020-11-04,Single Family,Gresham,97080,1978,5,3.0,440000,1.12,2784,10890
413,2020-11-04,Single Family,Gresham,97080,2020,5,3.0,480400,1.12,2350,6398
414,2020-10-22,Single Family,Gresham,97080,2018,4,2.0,445000,1.12,1942,5227
415,2020-10-21,Single Family,Gresham,97080,2006,3,3.0,485990,1.12,2431,5227
416,2020-10-21,Single Family,Gresham,97080,2017,4,3.0,530000,1.12,2704,5227
417,2020-10-19,Single Family,Gresham,97080,2007,3,4.0,694900,1.12,4743,16117
419,2020-10-16,Single Family,Gresham,97080,1985,4,2.0,508000,1.12,2682,10890
420,2020-10-15,Single Family,Gresham,97080,1993,3,2.0,462000,1.12,1912,6969
421,2020-10-13,Single Family,Gresham,97080,2016,5,3.0,508500,1.12,2580,4791
422,2020-10-08,Single Family,Gresham,97080,2014,4,3.0,532000,1.12,2846,5662
423,2020-10-05,Single Family,Gresham,97080,2007,4,4.0,625000,1.12,3971,6098
424,2020-10-02,Single Family,Gresham,97080,2007,5,6.0,838900,1.12,6382,43995
425,2020-10-02,Single Family,Gresham,97080,2002,3,3.0,575000,1.12,2995,9147
426,2020-09-30,Single Family,Gresham,97080,1994,4,2.0,540000,1.12,2550,11761
427,2020-09-29,Single Family,Gresham,97080,2003,3,3.0,483000,1.12,2192,6969
428,2020-09-24,Single Family,Gresham,97080,1941,2,2.0,500000,1.12,1544,87120
429,2020-09-24,Single Family,Gresham,97080,2004,4,3.0,420000,1.12,2610,4791
430,2020-09-24,Single Family,Gresham,97080,1915,3,2.0,415000,1.12,1641,44866
432,2020-09-18,Single Family,Gresham,97080,1974,5,3.0,955000,1.12,3285,155509
433,2020-09-13,Single Family,Gresham,97080,1998,4,3.0,591000,1.12,2763,29185
434,2020-09-13,Single Family,Gresham,97080,1999,4,3.0,444000,1.12,1816,6098
435,2020-09-10,Single Family,Gresham,97080,1998,3,4.0,625000,1.12,4763,16988
436,2020-09-09,Single Family,Gresham,97080,2000,4,3.0,420000,1.12,1839,6098
437,2020-09-04,Single Family,Gresham,97080,2009,3,2.0,438900,1.12,1750,5227
438,2020-09-04,Single Family,Gresham,97080,2011,4,2.0,442400,1.12,1708,4791
439,2020-09-01,Single Family,Gresham,97080,2015,5,3.0,517000,1.12,2979,6098
440,2020-08-27,Single Family,Gresham,97080,1992,4,2.0,488000,1.12,2416,9147
441,2020-07-16,Single Family,Gresham,97030,1956,4,3.0,425000,1.12,2352,10454
442,2020-08-27,Single Family,Gresham,97080,2001,4,3.0,415000,1.12,2139,5227
443,2020-07-16,Single Family,Gresham,97080,2008,5,3.0,443000,1.12,2368,5227
444,2020-08-21,Single Family,Gresham,97080,2019,5,3.0,533000,1.12,2892,4791
445,2020-07-10,Single Family,Gresham,97080,1995,4,3.0,450000,1.12,2176,7840
446,2020-08-19,Single Family,Gresham,97080,1994,4,3.0,415000,1.12,2194,6969
447,2020-07-10,Single Family,Gresham,97030,1961,3,2.0,338000,1.12,1496,6969
448,2020-08-19,Single Family,Gresham,97080,2004,4,3.0,459000,1.12,2342,6098
449,2020-08-19,Single Family,Gresham,97080,2018,4,3.0,659900,1.12,2384,9147
450,2020-07-08,Single Family,Portland,97233,1959,3,1.0,305500,1.12,1008,6969
451,2020-08-18,Single Family,Gresham,97080,1978,4,3.0,449999,1.12,2006,24393
452,2020-08-13,Single Family,Gresham,97080,1996,3,2.0,500000,1.12,1834,16117
453,2020-08-13,Single Family,Gresham,97080,2016,4,3.0,537500,1.12,3302,4791
455,2020-08-05,Single Family,Gresham,97080,2014,3,2.0,440000,1.12,1768,5662
456,2020-07-30,Single Family,Gresham,97080,2001,3,3.0,652300,1.12,4282,10890
457,2020-07-30,Single Family,Gresham,97080,1994,4,3.0,500000,1.12,1982,12632
458,2020-07-30,Single Family,Gresham,97080,2017,4,3.0,510000,1.12,2577,5662
460,2020-07-28,Single Family,Gresham,97080,2002,3,3.0,459900,1.12,1744,5227
462,2020-07-27,Single Family,Gresham,97080,2008,4,4.0,699900,1.12,3661,13939
463,2020-07-22,Single Family,Gresham,97080,2000,4,3.0,425000,1.12,2143,5227
464,2020-07-27,Single Family,Gresham,97080,1996,3,3.0,519000,1.12,2381,13939
465,2020-07-22,Single Family,Gresham,97080,1993,4,2.0,410000,1.12,1851,9147
466,2020-07-27,Single Family,Gresham,97080,1999,4,5.0,825000,1.12,5185,21344
467,2020-07-27,Single Family,Gresham,97080,1998,2,3.0,540000,1.12,2306,6098
468,2020-07-19,Single Family,Gresham,97080,1997,4,3.0,434900,1.12,2288,6969
469,2020-07-24,Single Family,Gresham,97080,2020,4,3.0,432900,1.12,1791,3484
470,2020-07-24,Single Family,Gresham,97080,1999,3,3.0,485000,1.12,2128,8712
471,2020-07-24,Single Family,Gresham,97080,2007,4,4.0,599000,1.12,3227,15245
472,2020-07-16,Single Family,Gresham,97080,1972,3,2.0,355000,1.12,1180,10018
473,2020-07-22,Single Family,Gresham,97080,1977,3,3.0,409000,1.12,2351,8276
474,2020-07-16,Single Family,Gresham,97080,2000,4,3.0,405000,1.12,2180,6534
475,2020-07-21,Single Family,Gresham,97080,1979,4,3.0,435000,1.12,2114,10890
476,2020-07-13,Single Family,Gresham,97080,2010,3,2.0,386000,1.12,1420,5227
477,2020-07-10,Single Family,Gresham,97080,2006,4,3.0,399900,1.12,2168,7840
478,2020-07-10,Single Family,Gresham,97080,2020,4,3.0,435000,1.12,1871,3484
480,2020-07-08,Single Family,Gresham,97080,2000,5,3.0,415000,1.12,2702,5662
481,2020-07-08,Single Family,Gresham,97080,1974,4,3.0,430000,1.12,2364,9147
483,2021-03-18,Single Family,Gresham,97080,2003,5,2.0,525000,1.12,2622,5662
484,2021-03-18,Single Family,Gresham,97080,2003,5,2.0,525000,1.12,2622,5662
486,2020-10-05,Single Family,Gresham,97030,2001,3,3.0,375000,1.12,1666,5227
488,2021-05-18,Single Family,Troutdale,97060,1996,4,2.0,383829,1.12,1398,5663
489,2020-09-27,Single Family,Gresham,97080,2020,4,3.0,442550,1.12,1876,5227
492,2021-05-07,Single Family,Troutdale,97060,1979,3,2.0,505000,1.12,1550,10454
493,2021-05-07,Single Family,Troutdale,97060,2020,4,3.0,490000,1.12,2187,4410
495,2020-11-04,Single Family,Troutdale,97060,1969,4,1.5,264000,1.12,2089,9200
496,2020-07-05,Single Family,Troutdale,97060,1980,4,3.0,435000,1.12,1894,8276
497,2020-07-14,Single Family,Troutdale,97060,1983,3,2.0,336000,1.12,1192,8276
498,2020-07-05,Single Family,Troutdale,97060,1997,4,3.0,425000,1.12,2452,7405
503,2020-07-08,Single Family,Troutdale,97060,1995,3,3.0,463000,1.12,2055,8276
504,2020-07-14,Single Family,Troutdale,97060,1978,3,2.0,355000,1.12,1400,8280
505,2020-07-16,Single Family,Troutdale,97060,1998,3,3.0,350000,1.12,1463,3920
506,2020-07-14,Single Family,Troutdale,97060,2005,4,3.0,379950,1.12,1947,3049
507,2020-07-14,Single Family,Troutdale,97060,2008,4,3.0,525000,1.12,3301,7840
508,2020-07-16,Single Family,Troutdale,97060,1990,3,3.0,430000,1.12,1810,7840
509,2020-07-16,Single Family,Troutdale,97060,2006,3,3.0,342000,1.12,1780,2178
510,2020-07-16,Single Family,Troutdale,97060,1990,4,3.0,750000,1.12,3463,140698
511,2020-07-16,Single Family,Troutdale,97060,1980,4,2.0,398000,1.12,1684,7840
512,2020-07-16,Single Family,Troutdale,97060,1995,3,2.0,375000,1.12,1475,5227
513,2020-07-16,Single Family,Troutdale,97060,1970,4,2.0,490000,1.12,2128,87120
514,2020-07-22,Single Family,Troutdale,97060,2006,4,2.5,432595,1.12,1804,4356
515,2020-07-22,Single Family,Troutdale,97060,1949,2,1.0,320000,1.12,1002,4791
516,2020-07-24,Single Family,Troutdale,97060,2005,4,2.0,361000,1.12,1480,6969
517,2020-08-27,Single Family,Troutdale,97060,2006,3,3.0,565000,1.12,1734,7405
518,2020-09-29,Single Family,Corbett,97019,1921,2,1.0,283000,1.12,784,9147
519,2020-11-13,Single Family,Troutdale,97060,1979,4,3.0,425000,1.12,1898,10454
520,2020-12-30,Single Family,Troutdale,97060,1979,3,2.0,365000,1.12,1120,6969
523,2021-04-29,Single Family,Troutdale,97060,1970,4,3.0,456000,1.12,2030,7405
529,2020-12-16,Single Family,Portland,97230,1974,2,1.0,435000,1.12,1000,141570
531,2020-12-16,Single Family,Portland,97230,2001,3,3.0,435000,1.12,1985,2522
535,2020-11-23,Single Family,Portland,97230,1965,1,1.0,169900,1.12,868,2996
543,2020-07-21,Single Family,Gresham,97030,1911,4,2.0,400000,1.12,2923,4791
544,2020-07-16,Single Family,Gresham,97080,2005,3,2.0,171000,1.12,1250,5000
546,2020-07-16,Single Family,Gresham,97080,1974,4,3.0,370000,1.12,1754,8276
548,2020-07-14,Single Family,Gresham,97030,1952,4,3.0,436000,1.12,2848,17424
550,2020-07-10,Single Family,Gresham,97030,1968,2,2.0,345000,1.12,1697,7840
551,2020-07-05,Single Family,Gresham,97030,1975,3,3.0,40000,1.12,1672,8712
553,2020-07-05,Single Family,Gresham,97030,1965,4,2.0,379000,1.12,1816,10454
554,2020-07-22,Single Family,Gresham,97080,1983,3,2.0,353500,1.12,1595,7405
555,2020-07-19,Single Family,Gresham,97080,2008,4,3.0,470000,1.12,2300,5227
556,2020-07-19,Single Family,Gresham,97080,1980,3,2.0,385000,1.12,1576,8276
557,2020-07-13,Single Family,Gresham,97080,1994,3,4.0,575000,1.12,3516,13939
558,2020-06-29,Single Family,Gresham,97030,1973,8,7.0,482500,1.12,3246,8712
559,2020-07-08,Single Family,Gresham,97080,1982,5,3.0,462250,1.12,2876,8712
560,2021-04-22,Single Family,Gresham,97030,2021,3,2.0,618750,1.12,2200,6969
564,2020-07-30,Single Family,Gresham,97080,2004,3,2.0,310000,1.12,1152,3920
565,2020-07-27,Single Family,Gresham,97080,2020,3,3.0,461595,1.12,2061,5407
566,2020-07-27,Single Family,Gresham,97080,2019,3,3.0,461595,1.12,2061,5227
567,2020-07-21,Single Family,Gresham,97080,1986,3,2.0,390000,1.12,1576,10890
569,2020-07-14,Single Family,Gresham,97080,1999,4,3.0,584000,1.12,3244,13068
572,2020-07-13,Single Family,Gresham,97080,2020,4,3.0,369995,1.12,1863,3084
574,2020-07-08,Single Family,Gresham,97080,2000,4,3.0,495000,1.12,2503,7405
575,2020-07-08,Single Family,Gresham,97080,1978,3,2.0,350000,1.12,1376,10018
577,2020-07-07,Single Family,Gresham,97080,2018,3,3.0,344500,1.12,1671,3049
578,2021-07-15,Single Family,Gresham,97080,2003,4,3.0,455000,1.12,1823,5662
579,2021-07-15,Single Family,Gresham,97080,1996,4,3.0,495000,1.12,2139,16117
582,2021-07-15,Single Family,Portland,97233,1969,3,1.0,400000,1.12,1148,8276
585,2021-07-15,Single Family,Gresham,97080,1987,4,3.0,539900,1.12,2758,10454
586,2021-07-15,Single Family,Gresham,97030,2021,4,3.0,960000,1.12,2657,5663
587,2021-07-12,Single Family,Fairview,97024,1999,3,3.0,763000,1.12,1813,5227
588,2021-07-15,Single Family,Gresham,97030,1966,3,2.0,425000,1.12,1285,7405
589,2021-07-07,Single Family,Fairview,97024,2002,3,2.0,509000,1.12,1693,6098
590,2021-07-15,Single Family,Gresham,97030,2003,3,2.0,400000,1.12,1074,3920
591,2021-07-01,Single Family,Fairview,97024,1996,3,2.0,430000,1.12,1672,4356
592,2021-07-15,Single Family,Gresham,97080,2019,5,3.0,599000,1.12,2892,5227
593,2021-06-29,Single Family,Fairview,97024,2001,4,3.0,650000,1.12,2443,8712
594,2021-07-15,Single Family,Gresham,97080,1981,3,2.0,430000,1.12,1279,7840
596,2021-07-15,Single Family,Gresham,97080,2004,3,3.0,485000,1.12,1502,5227
598,2021-07-15,Single Family,Portland,97236,1959,5,2.0,480000,1.12,2179,6969
599,2021-06-25,Single Family,Fairview,97024,1990,3,3.0,450000,1.12,1804,7840
600,2021-07-15,Single Family,Gresham,97080,1974,3,3.0,500000,1.12,2628,15681
602,2021-07-15,Single Family,Portland,97233,2000,3,2.0,380000,1.12,966,4791
603,2021-06-25,Single Family,Fairview,97024,2004,2,3.0,150000,1.12,1420,1704
604,2021-07-15,Single Family,Portland,97236,1963,4,2.0,599900,1.12,1920,192535
605,2021-06-23,Single Family,Fairview,97024,2001,3,2.0,390000,1.12,1236,3049
606,2021-06-22,Single Family,Fairview,97024,2000,3,2.0,613000,1.12,2082,9583
607,2021-07-15,Single Family,Gresham,97080,2004,3,2.0,500000,1.12,1496,14810
608,2021-06-22,Single Family,Fairview,97024,1963,5,3.0,775000,1.12,3238,13068
611,2021-07-15,Single Family,Gresham,97080,2011,3,3.0,440000,1.12,1488,5227
612,2021-06-17,Single Family,Fairview,97024,1985,4,2.0,430000,1.12,1960,6969
614,2021-06-09,Single Family,Fairview,97024,1959,3,1.5,310000,1.12,2426,23522
615,2021-07-13,Single Family,Gresham,97080,1996,3,3.0,596000,1.12,2350,7405
616,2021-07-13,Single Family,Gresham,97080,1995,3,2.0,423000,1.12,1391,5227
617,2021-06-07,Single Family,Fairview,97024,2001,3,2.0,410000,1.12,1374,4791
619,2021-07-12,Single Family,Gresham,97030,1986,3,3.0,421800,1.12,1664,8046
621,2021-06-03,Single Family,Fairview,97024,2001,3,3.0,448800,1.12,1577,3484
622,2021-07-12,Single Family,Gresham,97080,1979,4,3.0,499900,1.12,2963,16988
624,2021-06-29,Single Family,Wood Village,97060,1974,5,3.0,650000,1.12,2922,10018
625,2021-05-28,Single Family,Fairview,97024,2000,3,2.0,451000,1.12,1456,9147
626,2021-07-12,Single Family,Gresham,97080,1997,4,3.0,580000,1.12,2093,9147
627,2021-05-26,Single Family,Fairview,97024,1975,3,2.0,410000,1.12,1665,10890
628,2021-07-12,Single Family,Portland,97230,1962,4,2.0,425000,1.12,1500,6969
629,2021-05-26,Single Family,Fairview,97024,2000,3,2.0,495000,1.12,1739,7840
630,2021-05-26,Single Family,Fairview,97024,1961,3,1.0,357000,1.12,884,7405
634,2021-05-21,Single Family,Fairview,97024,1986,3,2.0,374000,1.12,1040,6969
636,2021-05-21,Single Family,Fairview,97024,1999,4,3.0,701000,1.12,2038,9147
637,2021-06-11,Single Family,Wood Village,97060,2007,3,3.0,421000,1.12,1927,3920
638,2021-06-03,Single Family,Wood Village,97060,1965,3,2.0,595000,1.12,3050,16552
639,2021-07-12,Single Family,Gresham,97080,1985,3,2.0,405000,1.12,1104,10018
640,2021-05-20,Single Family,Fairview,97024,1999,3,3.0,500000,1.12,1848,8276
641,2021-05-28,Single Family,Wood Village,97060,1955,4,3.0,570000,1.12,3052,55756
642,2021-05-17,Single Family,Fairview,97024,1961,3,2.0,395000,1.12,1300,7405
643,2021-07-12,Single Family,Portland,97230,1938,4,3.0,549000,1.12,3594,27007
645,2021-05-12,Single Family,Fairview,97024,2003,3,3.0,436000,1.12,1652,4356
646,2021-05-13,Single Family,Wood Village,97060,1943,3,1.0,387000,1.12,1008,7840
648,2021-05-12,Single Family,Fairview,97024,1906,3,1.0,1537320,1.12,1448,33976
649,2021-05-12,Single Family,Wood Village,97060,1943,2,1.0,315000,1.12,704,7405
650,2021-07-12,Single Family,Gresham,97080,1994,3,3.0,480000,1.12,1698,6969
651,2021-05-12,Single Family,Wood Village,97060,1972,4,4.0,630000,1.12,2144,12196
652,2021-05-07,Single Family,Fairview,97024,1986,3,2.0,390000,1.12,1272,7840
654,2021-07-12,Single Family,Gresham,97030,1999,4,3.0,625000,1.12,2607,8712
656,2021-05-06,Single Family,Fairview,97024,1985,3,1.5,360000,1.12,1200,8001
658,2021-07-09,Single Family,Gresham,97080,1958,4,3.0,590000,1.12,2220,13503
660,2021-05-04,Single Family,Fairview,97024,1992,3,3.0,544000,1.12,1900,13068
661,2021-04-12,Single Family,Wood Village,97060,1943,3,2.0,343100,1.12,1366,6969
663,2021-07-09,Single Family,Gresham,97030,1977,3,3.0,535000,1.12,2187,9147
666,2021-07-09,Single Family,Gresham,97030,1995,3,3.0,470000,1.12,1655,6098
667,2021-02-18,Single Family,Wood Village,97060,1943,3,1.0,335000,1.12,954,6969
668,2021-07-09,Single Family,Portland,97236,1957,3,2.0,395000,1.12,1020,6969
669,2021-04-23,Single Family,Fairview,97024,1992,2,2.0,365900,1.12,1568,10018
670,2021-02-15,Single Family,Wood Village,97060,1943,2,1.0,316000,1.12,984,6098
671,2021-04-23,Single Family,Fairview,97024,1997,3,3.0,468000,1.12,1804,12196
672,2021-01-10,Single Family,Wood Village,97060,1991,3,2.0,327400,1.12,1312,4791
673,2021-07-09,Single Family,Portland,97230,1955,3,2.0,406000,1.12,1588,9583
676,2021-07-07,Single Family,Gresham,97030,2004,4,3.0,669000,1.12,3010,11325
677,2020-12-30,Single Family,Wood Village,97060,2012,3,2.0,339500,1.12,1152,6534
678,2021-04-20,Single Family,Fairview,97024,1978,3,2.0,435000,1.12,1630,9583
680,2021-07-07,Single Family,Gresham,97030,1974,3,3.0,432000,1.12,1442,9583
682,2021-04-20,Single Family,Fairview,97024,1974,3,3.0,700000,1.12,3143,4791
683,2021-07-15,Single Family,Troutdale,97060,2007,3,3.0,495000,1.12,2195,3049
685,2021-07-07,Single Family,Gresham,97080,1986,3,2.0,625000,1.12,2359,13939
686,2020-11-23,Single Family,Wood Village,97060,2006,3,3.0,382500,1.12,1754,3484
687,2021-04-18,Single Family,Fairview,97024,1999,3,3.0,430000,1.12,2193,10890
688,2021-07-15,Single Family,Troutdale,97060,1974,3,3.0,400000,1.12,1764,7405
689,2020-11-16,Single Family,Wood Village,97060,1944,1,1.0,215000,1.12,954,7623
690,2021-07-07,Single Family,Gresham,97080,1918,3,3.0,527000,1.12,2887,10454
691,2021-04-15,Single Family,Fairview,97024,2013,3,3.0,415000,1.12,1644,11325
692,2020-11-12,Single Family,Wood Village,97060,1943,2,1.0,295000,1.12,755,6969
694,2021-07-07,Single Family,Portland,97233,1945,3,2.0,340000,1.12,1066,7405
696,2021-07-15,Single Family,Troutdale,97060,2021,4,3.0,486000,1.12,1837,3344
697,2021-04-15,Single Family,Fairview,97024,1974,3,2.0,379000,1.12,1188,14810
698,2020-10-13,Single Family,Wood Village,97060,1998,3,2.0,350000,1.12,1152,7840
699,2021-07-15,Single Family,Troutdale,97060,2008,4,3.0,640000,1.12,2603,7840
700,2021-07-07,Single Family,Gresham,97080,1974,6,3.0,550000,1.12,2700,8276
702,2021-07-15,Single Family,Troutdale,97060,1986,3,3.0,452000,1.12,1504,13068
705,2021-04-12,Single Family,Fairview,97024,1982,3,1.0,416000,1.12,1225,5400
706,2021-07-13,Single Family,Troutdale,97060,2020,3,3.0,484900,1.12,2227,3784
707,2020-09-18,Single Family,Wood Village,97060,1944,2,1.0,240000,1.12,962,6969
708,2021-04-09,Single Family,Fairview,97024,1996,3,3.0,595000,1.12,1822,7405
709,2021-07-13,Single Family,Troutdale,97060,2006,4,3.0,450000,1.12,1967,3049
711,2021-04-08,Single Family,Fairview,97024,1970,3,3.0,395000,1.12,2098,7840
712,2020-09-10,Single Family,Wood Village,97060,1943,4,2.0,320000,1.12,1575,7405
713,2021-07-12,Single Family,Troutdale,97060,1991,3,2.0,545000,1.12,1506,12196
714,2021-07-07,Single Family,Gresham,97080,2007,3,3.0,540000,1.12,2370,5662
715,2020-08-30,Single Family,Wood village,97060,1944,2,1.0,291000,1.12,694,7840
716,2021-07-09,Single Family,Troutdale,97060,1992,3,2.0,438000,1.12,1337,7405
717,2021-04-06,Single Family,Fairview,97024,1983,3,2.0,320000,1.12,1375,7840
718,2020-08-30,Single Family,Wood Village,97060,1944,2,1.0,291000,1.12,694,7840
719,2021-07-06,Single Family,Gresham,97080,2006,5,3.0,615000,1.12,3045,5662
720,2021-07-09,Single Family,Troutdale,97060,1970,4,2.0,625000,1.12,2044,87120
721,2021-04-01,Single Family,Fairview,97024,1996,4,3.0,575000,1.12,2039,9583
722,2020-08-30,Single Family,Troutdale,97060,1944,2,1.0,291000,1.12,694,7840
723,2021-07-09,Single Family,Troutdale,97060,1995,3,3.0,460000,1.12,1870,6098
724,2021-04-01,Single Family,Fairview,97024,2000,3,3.0,390000,1.12,1988,10454
725,2021-07-06,Single Family,Gresham,97080,1988,6,3.0,665000,1.12,3747,12196
726,2020-08-27,Single Family,Wood Village,97060,1973,4,2.1,455000,1.12,3285,28749
727,2021-07-01,Single Family,Troutdale,97060,1992,3,2.0,445000,1.12,1494,8276
729,2020-08-27,Single Family,Troutdale,97060,1973,4,3.0,455000,1.12,3285,28749
731,2021-07-01,Single Family,Troutdale,97060,2004,3,3.0,525000,1.12,2135,5662
732,2021-03-26,Single Family,Fairview,97024,1982,4,3.0,725000,1.12,2500,6969
734,2021-07-06,Single Family,Gresham,97080,1978,3,2.0,450000,1.12,1380,7840
735,2021-03-21,Single Family,Fairview,97024,1993,3,3.0,315700,1.12,2796,5227
736,2021-07-01,Single Family,Troutdale,97060,1983,3,2.0,405000,1.12,1090,6534
737,2020-08-24,Single Family,Wood Village,97060,1944,3,2.0,363500,1.12,1516,10454
738,2021-07-06,Single Family,Portland,97233,1958,4,2.0,400000,1.12,1222,7405
739,2021-07-01,Single Family,portland,97060,1988,3,2.0,420000,1.12,1070,9147
740,2021-03-21,Single Family,Fairview,97024,2015,3,2.0,244000,1.12,1803,5227
741,2020-08-21,Single Family,Wood Village,97060,2006,3,3.0,375000,1.12,1759,3484
742,2021-07-06,Single Family,Gresham,97080,1976,3,3.0,435000,1.12,1832,7405
744,2021-06-29,Single Family,Troutdale,97060,1992,3,2.0,425500,1.12,1359,6969
745,2020-08-11,Single Family,Wood Village,97060,1943,2,1.0,270000,1.12,1047,7906
746,2021-07-01,Single Family,Gresham,97080,1976,4,3.0,471500,1.12,2327,8276
747,2020-08-11,Single Family,Wood Village,97060,1944,3,1.0,295000,1.12,954,9583
748,2021-06-28,Single Family,Troutdale,97060,1992,3,3.0,435000,1.12,1398,5227
749,2021-03-18,Single Family,Fairview,97024,2000,3,3.0,520000,1.12,2116,10018
750,2021-07-01,Single Family,Gresham,97080,1991,3,2.0,515000,1.12,1540,9147
751,2020-08-07,Single Family,Wood Village,97060,2020,3,3.0,400000,1.12,1720,12196
752,2021-03-15,Single Family,Fairview,97024,1999,3,3.0,415000,1.12,1680,4356
755,2021-06-28,Single Family,Troutdale,97060,1984,3,2.0,387000,1.12,1120,4791
756,2021-03-12,Single Family,Fairview,97024,1989,3,2.0,350000,1.12,1272,7405
757,2020-07-30,Single Family,Wood Village,97060,1955,3,2.0,415000,1.12,2592,61419
760,2020-07-30,Single Family,Wood Village,97060,1970,4,2.0,392000,1.12,1992,12196
761,2021-03-10,Single Family,Fairview,97024,1999,3,2.0,458000,1.12,2000,7405
762,2021-06-28,Single Family,Troutdale,97060,1994,3,3.0,502000,1.12,1896,6969
763,2021-07-01,Single Family,Gresham,97080,1978,4,3.0,515000,1.12,2322,9583
764,2021-03-09,Single Family,Fairview,97024,2003,3,2.0,399900,1.12,1396,4356
765,2021-06-28,Single Family,Troutdale,97060,1992,3,2.0,425000,1.12,1546,6534
766,2021-03-09,Single Family,Fairview,97024,2006,4,3.0,460000,1.12,2403,7405
767,2021-07-01,Single Family,Gresham,97030,1979,3,2.0,460000,1.12,1518,6969
768,2021-06-25,Single Family,Troutdale,97060,2006,5,4.0,642600,1.12,3694,7840
769,2021-03-04,Single Family,Fairview,97024,1946,2,2.0,299000,1.12,1876,5227
770,2021-07-01,Single Family,Gresham,97080,1992,3,3.0,469900,1.12,1970,6969
